old_locus_tag,gene_name,accession,start,end,strand,gene_product,uniprot,operon
slr1307,slr1307,NC_000911.1,317984,318571,+,hypothetical protein,,Op230
ssr1604,rpmB,NC_000911.1,318661,318897,+,50S ribosomal protein L28,A0A068MWV4_SYNY4,Op231
ssr1604,rpmB,NC_000911.1,318661,318897,+,50S ribosomal protein L28,A0A6P1VFP9_9SYNC,Op231
slr0962,slr0962,NC_000911.1,319096,320529,+,Ycf66 family protein,,Op232
sll0943,sll0943,NC_000911.1,320785,321447,-,hypothetical protein,,Op233
slr0963,sir,NC_000911.1,321699,323606,+,sulfite reductase%2C ferredoxin dependent,,Op234
slr0964,slr0964,NC_000911.1,323805,324731,+,FTR1 family protein,,Op235
slr0965,dnaN,NC_000911.1,324831,326006,+,DNA polymerase III subunit beta,,Op236
slr0966,trpA,NC_000911.1,326150,326944,+,tryptophan synthase subunit alpha,,Op237
slr0967,slr0967,NC_000911.1,327100,327552,+,pentapeptide repeat-containing protein,A0A6P1VD41_9SYNC,Op238
sll0939,sll0939,NC_000911.1,327604,327981,-,DUF1622 domain-containing protein,,Op239
sll0938,sll0938,NC_000911.1,328006,329181,-,LL-diaminopimelate aminotransferase,,Op239
ssl1792,ssl1792,NC_000911.1,329222,329521,-,SH3 domain-containing protein,,Op239
sll0936,sll0936,NC_000911.1,329555,331060,-,UbiD family decarboxylase,,Op239
slr0969,cobJ,NC_000911.1,331144,333027,+,precorrin-3B C(17)-methyltransferase,,Op240
slr0971,slr0971,NC_000911.1,333130,334485,+,DUF4335 domain-containing protein,,Op241
sll0934,aroF,NC_000911.1,334568,335623,-,3-deoxy-7-phosphoheptulonate synthase,A0A6P1VC67_9SYNC,Op242
sll0933,sll0933,NC_000911.1,335819,336295,-,PAM68 family protein,,Op243
ssl1784,rpsO,NC_000911.1,336313,336582,-,30S ribosomal protein S15,A0A6P1VD53_9SYNC,Op243
sll0932,sll0932,NC_000911.1,336747,337760,-,permease,,Op244
sll0931,sll0931,NC_000911.1,337861,338331,-,tetratricopeptide repeat protein,,Op245
sll0930,sll0930,NC_000911.1,338503,339063,-,hypothetical protein,,Op246
sll0928,sll0928,NC_000911.1,339140,339625,-,allophycocyanin subunit alpha-B,A0A6P1VGA2_9SYNC,Op247
sll0927,metK,NC_000911.1,339737,340999,-,methionine adenosyltransferase,,Op248
sll0926,dusA,NC_000911.1,341135,342139,-,tRNA dihydrouridine(20/20a) synthase DusA,,Op249
sll0925,sll0925,NC_000911.1,342151,342759,-,Uma2 family endonuclease,,Op249
slr0974,infC,NC_000911.1,343026,343559,+,translation initiation factor IF-3,A0A6P1VC80_9SYNC,Op250
slr0975,slr0975,NC_000911.1,343863,344720,+,YaaW family protein,,Op251
sll0924,sll0924,NC_000911.1,344744,345298,-,metal-binding protein,,Op252
sll0923,sll0923,NC_000911.1,345536,347806,-,exopolysaccharide transport family protein,,Op253
,,NC_000911.1,347980,348123,-,hypothetical protein,,Op6
slr0976,slr0976,NC_000911.1,348701,349429,+,Uma2 family endonuclease,,Op254
slr0977,slr0977,NC_000911.1,349468,350298,+,ABC transporter permease,,Op254
slr0978,slr0978,NC_000911.1,350479,350916,+,hypothetical protein,,Op255
slr0980,slr0980,NC_000911.1,351036,351467,+,DUF29 domain-containing protein,,Op256
slr0981,slr0981,NC_000911.1,351538,352101,+,Uma2 family endonuclease,,Op257
slr0982,slr0982,NC_000911.1,352263,353555,+,ABC transporter ATP-binding protein,,Op258
slr0983,rfbF,NC_000911.1,353552,354322,+,glucose-1-phosphate cytidylyltransferase,,Op258
slr0984,rfbG,NC_000911.1,354323,355405,+,CDP-glucose 4%2C6-dehydratase,,Op258
slr0985,slr0985,NC_000911.1,355424,355993,+,dTDP-4-dehydrorhamnose 3%2C5-epimerase,,Op258
slr1610,slr1610,NC_000911.1,355990,357210,+,class I SAM-dependent methyltransferase,,Op259
slr1611,slr1611,NC_000911.1,357245,357697,+,DUF29 domain-containing protein,,Op259
slr1612,slr1612,NC_000911.1,357748,358608,+,Uma2 family endonuclease,,Op260
slr1613,slr1613,NC_000911.1,358760,359350,+,Uma2 family endonuclease,,Op261
,,NC_000911.1,359514,359663,+,DUF4160 domain-containing protein,,Op6
slr1614,slr1614,NC_000911.1,359668,359973,+,DUF2442 domain-containing protein,,Op262
slr1615,slr1615,NC_000911.1,360030,361166,+,DegT/DnrJ/EryC1/StrS family aminotransferase,,Op263
slr1616,slr1616,NC_000911.1,361163,362188,+,ATP-grasp domain-containing protein,,Op263
slr1617,slr1617,NC_000911.1,362185,363420,+,NAD-dependent epimerase/dehydratase family protein,,Op263
slr1618,slr1618,NC_000911.1,363490,364218,+,class I SAM-dependent methyltransferase,,Op263
slr1619,slr1619,NC_000911.1,364421,364996,+,cephalosporin hydroxylase family protein,,Op263
,,NC_000911.1,365077,365283,+,hypothetical protein,,Op6
slr1062,slr1062,NC_000911.1,365274,365621,+,type II toxin-antitoxin system PemK/MazF family toxin,,Op264
slr1063,slr1063,NC_000911.1,365716,367785,+,glycosyltransferase,,Op265
slr1064,slr1064,NC_000911.1,367807,368910,+,glycosyltransferase family 1 protein,,Op265
slr1065,slr1065,NC_000911.1,369149,370219,+,glycosyltransferase family 2 protein,,Op266
slr1066,slr1066,NC_000911.1,370285,371490,+,glycosyltransferase family 4 protein,,Op267
slr1067,galE,NC_000911.1,371487,372509,+,UDP-glucose 4-epimerase GalE,,Op267
slr1068,slr1068,NC_000911.1,372811,373167,+,FkbM family methyltransferase,,Op268
slr1069,slr1069,NC_000911.1,373231,373644,+,FkbM family methyltransferase,,Op269
slr1070,slr1070,NC_000911.1,373654,374511,+,glycosyltransferase family 2 protein,,Op269
slr1071,slr1071,NC_000911.1,374646,375452,+,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,,Op270
slr1072,slr1072,NC_000911.1,375470,376432,+,GDP-mannose 4%2C6-dehydratase,,Op270
slr1073,slr1073,NC_000911.1,376485,377639,+,glycosyltransferase,,Op271
slr1074,slr1074,NC_000911.1,377719,378951,+,hypothetical protein,,Op271
,,NC_000911.1,379065,379913,+,IS630-like element ISTcSa family transposase,,Op6
slr1076,slr1076,NC_000911.1,380030,381175,+,glycosyltransferase,,Op272
slr1077,slr1077,NC_000911.1,381177,382337,+,glycosyltransferase,,Op272
ssr1765,ssr1765,NC_000911.1,382407,382646,+,type II toxin-antitoxin system HicB family antitoxin,,Op273
ssr1766,ssr1766,NC_000911.1,382643,382873,+,type II toxin-antitoxin system HicA family toxin,,Op273
slr1078,slr1078,NC_000911.1,382949,383266,+,UDP-glucose 4-epimerase,,Op273
,,NC_000911.1,383300,383794,+,hypothetical protein,,Op6
,,NC_000911.1,383817,384053,+,hypothetical protein,,Op6
ssr1768,ssr1768,NC_000911.1,384050,384247,+,DUF2283 domain-containing protein,,Op273
slr1081,slr1081,NC_000911.1,384343,384975,+,Uma2 family endonuclease,,Op274
slr1082,slr1082,NC_000911.1,384980,385390,+,hypothetical protein,,Op274
slr1083,slr1083,NC_000911.1,385467,386012,+,Uma2 family endonuclease,,Op275
slr1084,slr1084,NC_000911.1,386177,386617,+,hypothetical protein,,Op276
slr1085,slr1085,NC_000911.1,386681,387955,+,glycosyltransferase family 4 protein,,Op277
slr1087,slr1087,NC_000911.1,388065,389201,+,esterase-like activity of phytase family protein,,Op278
sll1025,sll1025,NC_000911.1,389175,390353,-,FAD-binding oxidoreductase,,Op279
ssl1972,ssl1972,NC_000911.1,390353,390634,-,hypothetical protein,,Op279
sll1024,sll1024,NC_000911.1,390905,391840,-,bestrophin family protein,,Op280
sll1023,sll1023,NC_000911.1,391899,393104,-,succinate--CoA ligase subunit beta,,Op281
sll1022,sll1022,NC_000911.1,393121,393849,-,membrane protein,,Op281
sll1021,sll1021,NC_000911.1,393996,396017,-,flotillin family protein,,Op282
sll1020,sll1020,NC_000911.1,396057,396878,-,glycosyltransferase family 2 protein,,Op282
slr1090,obgE,NC_000911.1,397037,398143,+,GTPase ObgE,,Op283
,,NC_000911.1,398188,398361,+,chlorophyll a/b-binding protein,,Op6
sll1019,gloB,NC_000911.1,398441,399214,-,hydroxyacylglutathione hydrolase,,Op284
sll1018,sll1018,NC_000911.1,399275,400600,-,dihydroorotase,,Op285
sll1017,sll1017,NC_000911.1,400720,402048,-,ammonium transporter,,Op286
slr1400,slr1400,NC_000911.1,402290,403432,+,hybrid sensor histidine kinase/response regulator,,Op287
slr0670,slr0670,NC_000911.1,403552,404427,+,universal stress protein,,Op288
sll0656,sll0656,NC_000911.1,404545,410184,-,ExeM/NucH family extracellular endonuclease,,Op289
sll0654,sll0654,NC_000911.1,410315,414544,-,choice-of-anchor I family protein,,Op290
,,NC_000911.1,414577,414702,+,hypothetical protein,,Op6
slr0676,cysC,NC_000911.1,414871,415404,+,adenylyl-sulfate kinase,A0A6P1VFY9_9SYNC,Op291
slr0677,slr0677,NC_000911.1,415562,416245,+,MotA/TolQ/ExbB proton channel family protein,,Op292
slr0678,slr0678,NC_000911.1,416356,417165,+,biopolymer transporter ExbD,,Op293
slr0679,rsmB,NC_000911.1,417201,418541,+,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,,Op293
,,NC_000911.1,418704,419126,+,TerB family tellurite resistance protein,,Op6
slr0681,slr0681,NC_000911.1,419161,420264,+,calcium/sodium antiporter,,Op294
slr0682,slr0682,NC_000911.1,420502,421731,+,histidinol dehydrogenase,,Op295
,,NC_000911.1,421765,422343,-,IS630 family transposase,,Op6
,,NC_000911.1,422253,422612,-,IS630 transposase-related protein,,Op6
sll0649,sll0649,NC_000911.1,422772,423479,-,response regulator transcription factor,,Op296
sll0648,sll0648,NC_000911.1,423490,424566,-,MraY family glycosyltransferase,,Op296
sll0647,sll0647,NC_000911.1,424694,425464,-,MBL fold metallo-hydrolase,,Op297
sll0646,sll0646,NC_000911.1,425468,427738,-,adenylate/guanylate cyclase domain-containing protein,,Op297
sll0645,sll0645,NC_000911.1,427777,428544,-,DUF928 domain-containing protein,,Op297
sll0644,sll0644,NC_000911.1,428619,429614,-,alpha/beta hydrolase,,Op298
slr0686,slr0686,NC_000911.1,429810,430169,+,DUF4870 domain-containing protein,,Op299
sll0643,ureG,NC_000911.1,430424,431044,-,urease accessory protein UreG,,Op300
slr0687,slr0687,NC_000911.1,431350,432795,+,diguanylate cyclase,,Op301
sll0641,sll0641,NC_000911.1,432779,434308,-,hypothetical protein,,Op302
sll0640,sll0640,NC_000911.1,434320,436158,-,SLC13 family permease,A0A6P1VEM2_9SYNC,Op302
slr0688,csaB,NC_000911.1,436234,437265,+,polysaccharide pyruvyl transferase CsaB,,Op303
ssr1155,ssr1155,NC_000911.1,437705,437908,+,DUF2949 domain-containing protein,A0A6P1VDJ2_9SYNC,Op304
slr0689,slr0689,NC_000911.1,437922,439118,+,homocysteine biosynthesis protein,,Op304
sll0639,sll0639,NC_000911.1,439184,440437,-,bifunctional oligoribonuclease/PAP phosphatase NrnA,,Op305
sll0638,sll0638,NC_000911.1,440610,441986,-,CHAT domain-containing protein,,Op306
slr0692,slr0692,NC_000911.1,442164,443933,+,AAA family ATPase,,Op307
sll0635,sll0635,NC_000911.1,443913,444944,-,thiamine phosphate synthase,,Op308
sll0634,sll0634,NC_000911.1,445061,445924,-,BtpA/SgcQ family protein,,Op309
slr0695,slr0695,NC_000911.1,446230,446751,+,hypothetical protein,,Op310
slr1590,slr1590,NC_000911.1,446807,447694,+,hypothetical protein,,Op311
slr1591,slr1591,NC_000911.1,447831,448979,+,FAD-dependent oxidoreductase,,Op312
slr1592,slr1592,NC_000911.1,449088,450041,+,RluA family pseudouridine synthase,,Op313
slr1593,slr1593,NC_000911.1,450740,451651,+,cyclic diguanylate phosphodiesterase,,Op314
slr1594,slr1594,NC_000911.1,451735,452922,+,response regulator,,Op315
slr1595,slr1595,NC_000911.1,453214,454446,+,cation:proton antiporter,,Op316
sll1516,sll1516,NC_000911.1,454712,456793,-,hypothetical protein,,Op317
slr1596,slr1596,NC_000911.1,456975,458297,+,proton extrusion protein PcxA,,Op318
sll1515,sll1515,NC_000911.1,458408,458857,-,DUF4278 domain-containing protein,,Op319
slr1597,slr1597,NC_000911.1,459200,460096,+,ParA family protein,A0A6P1VG23_9SYNC,Op320
sll1514,sll1514,NC_000911.1,460250,460690,-,Hsp20/alpha crystallin family protein,A0A6P1VDV5_9SYNC,Op321
,,NC_000911.1,460692,460895,+,hypothetical protein,,Op6
sll1513,ccsB,NC_000911.1,460956,461960,-,c-type cytochrome biogenesis protein CcsB,,Op322
sll1512,sll1512,NC_000911.1,462147,462554,-,winged helix-turn-helix transcriptional regulator,,Op323
slr1598,lipA,NC_000911.1,462809,463678,+,lipoyl synthase,,Op324
sll1511,sll1511,NC_000911.1,463690,464307,-,hypothetical protein,A0A6P1VBJ8_9SYNC,Op325
sll1510,sll1510,NC_000911.1,464437,465177,-,sterol desaturase family protein,,Op326
sll1509,sll1509,NC_000911.1,465232,465561,-,DUF565 domain-containing protein,,Op327
,,NC_000911.1,465560,465718,+,hypothetical protein,,Op6
slr1599,slr1599,NC_000911.1,465750,466493,+,NnrU family protein,,Op328
slr1600,slr1600,NC_000911.1,466588,467037,+,YlqD family protein,A0A6P1VDL3_9SYNC,Op329
smr0005,psaM,NC_000911.1,467201,467296,+,photosystem I reaction center subunit XII,A0A6P1VDG3_9SYNC,Op330
slr1601,slr1601,NC_000911.1,467436,467813,+,hypothetical protein,A0A6P1VHC9_9SYNC,Op331
sll1508,lpxC,NC_000911.1,467836,468666,-,UDP-3-O-acyl-N-acetylglucosamine deacetylase,,Op332
sll1507,sll1507,NC_000911.1,469001,469531,-,alpha/beta hydrolase,A0A6P1VGK2_9SYNC,Op333
slr1603,slr1603,NC_000911.1,469592,470914,+,hypothetical protein,,Op334
slr1604,ftsH3,NC_000911.1,471080,472930,+,ATP-dependent zinc metalloprotease FtsH3,A0A6P1VKY5_9SYNC,Op335
,,NC_000911.1,473139,473675,+,IS5 family transposase,,Op71
ssl2923,ssl2923,NC_000911.1,473953,474204,-,type II toxin-antitoxin system VapC family toxin,,Op336
ssl2922,ssl2922,NC_000911.1,474205,474432,-,virulence factor,,Op336
,,NC_000911.1,474511,474792,-,type II toxin-antitoxin system mRNA interferase toxin%2C RelE/StbE family,,Op6
ssl2920,ssl2920,NC_000911.1,474789,475007,-,hypothetical protein,,Op337
sll1505,sll1505,NC_000911.1,475110,475445,-,DUF86 domain-containing protein,,Op338
sll1504,sll1504,NC_000911.1,475435,475743,-,nucleotidyltransferase family protein,,Op338
sll1503,sll1503,NC_000911.1,475873,477399,-,reverse transcriptase domain-containing protein,,Op339
sll1502,gltB,NC_000911.1,477668,482320,-,glutamate synthase large subunit,,Op340
,,NC_000911.1,482542,483199,+,Uma2 family endonuclease,,Op71
slr1608,slr1608,NC_000911.1,483326,484564,+,PQQ-dependent sugar dehydrogenase,,Op341
sll1501,cobB,NC_000911.1,484799,486247,-,hydrogenobyrinic acid a%2Cc-diamide synthase (glutamine-hydrolyzing),,Op342
sll1500,sll1500,NC_000911.1,486244,487353,-,TIGR00303 family protein,,Op342
slr1609,slr1609,NC_000911.1,487467,489377,+,AMP-binding protein,,Op343
slr1041,slr1041,NC_000911.1,489722,490888,+,response regulator,,Op344
slr1042,slr1042,NC_000911.1,491084,491449,+,response regulator,A0A6P1VPL1_9SYNC,Op345
slr1043,slr1043,NC_000911.1,491496,492059,+,chemotaxis protein CheW,,Op346
slr1044,slr1044,NC_000911.1,492130,494739,+,methyl-accepting chemotaxis protein,,Op347
slr1045,slr1045,NC_000911.1,494828,495619,+,MlaE family lipid ABC transporter permease subunit,,Op348
slr1046,slr1046,NC_000911.1,495749,496006,+,TatA/E family twin arginine-targeting protein translocase,A0A6P1VHE5_9SYNC,Op349
slr1047,slr1047,NC_000911.1,496450,497844,+,sensor domain-containing diguanylate cyclase,,Op350
,,NC_000911.1,497906,498073,+,hypothetical protein,,Op6
slr1048,sbcC,NC_000911.1,498076,501096,+,exonuclease subunit SbcC,,Op351
sll1011,sll1011,NC_000911.1,501178,501966,-,pentapeptide repeat-containing protein,A0A6P1VLF3_9SYNC,Op352
ssr1736,rpmF,NC_000911.1,502042,502215,+,50S ribosomal protein L32,A0A068MWC0_SYNY4,Op353
ssr1736,rpmF,NC_000911.1,502042,502215,+,50S ribosomal protein L32,A0A6P1VGM3_9SYNC,Op353
slr1050,slr1050,NC_000911.1,502314,503747,+,dolichyl-phosphate-mannose--protein mannosyltransferase,,Op354
slr1051,fabI,NC_000911.1,503943,504719,+,enoyl-ACP reductase FabI,A0A6P1VNV1_9SYNC,Op355
slr1052,slr1052,NC_000911.1,504755,505267,+,tetratricopeptide repeat protein,,Op355
slr1053,slr1053,NC_000911.1,505356,506159,+,DUF2993 domain-containing protein,,Op356
sll1009,sll1009,NC_000911.1,506252,508027,-,calcium-binding protein,,Op357
slr1055,slr1055,NC_000911.1,508515,512510,+,magnesium chelatase subunit H,,Op358
slr1056,slr1056,NC_000911.1,512615,514633,+,ATP-dependent endonuclease,,Op359
sll1006,sll1006,NC_000911.1,514847,515926,-,DUF2157 domain-containing protein,,Op360
sll1005,mazG,NC_000911.1,516088,516897,-,nucleoside triphosphate pyrophosphohydrolase,,Op361
sll1004,sll1004,NC_000911.1,517027,518211,-,glycosyltransferase family 2 protein,,Op362
sll1003,sll1003,NC_000911.1,518287,520272,-,PAS domain S-box protein,,Op363
,,NC_000911.1,520682,520840,-,DUF4351 domain-containing protein,,Op6
,,NC_000911.1,520889,521357,-,transposase,,Op71
sll1002,sll1002,NC_000911.1,521483,522853,-,MlaD family protein,,Op364
sll1001,sll1001,NC_000911.1,523016,523798,-,ABC transporter ATP-binding protein,,Op365
ssl1918,ssl1918,NC_000911.1,523821,524093,-,hypothetical protein,A0A6P1VG75_9SYNC,Op365
slr1753,slr1753,NC_000911.1,524382,529595,+,CHAT domain-containing protein,,Op366
slr1755,slr1755,NC_000911.1,529735,530688,+,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,A0A6P1VGQ1_9SYNC,Op367
sll1647,sll1647,NC_000911.1,530717,531235,-,GNAT family N-acetyltransferase,A0A6P1VEX0_9SYNC,Op368
slr1756,glnA,NC_000911.1,531446,532867,+,type I glutamate--ammonia ligase,A0A6P1VBQ4_9SYNC,Op369
slr1759,slr1759,NC_000911.1,533113,537474,+,response regulator,,Op370
slr1760,slr1760,NC_000911.1,537471,538418,+,PleD family two-component system response regulator,,Op370
slr1761,slr1761,NC_000911.1,538415,539020,+,FKBP-type peptidyl-prolyl cis-trans isomerase,,Op370
sll1643,sll1643,NC_000911.1,539288,539854,-,5-formyltetrahydrofolate cyclo-ligase,,Op371
slr1762,slr1762,NC_000911.1,540011,540763,+,HAD family hydrolase,,Op372
slr1763,slr1763,NC_000911.1,540863,542065,+,class I SAM-dependent methyltransferase,,Op373
sll1642,sll1642,NC_000911.1,542105,542596,-,hypothetical protein,,Op374
slr1764,slr1764,NC_000911.1,542803,543342,+,TerD family protein,,Op375
sll1641,sll1641,NC_000911.1,543468,544871,-,glutamate decarboxylase,,Op376
ssr2962,ssr2962,NC_000911.1,545029,545253,+,DUF433 domain-containing protein,,Op377
slr1767,slr1767,NC_000911.1,545250,545588,+,DUF5615 family PIN-like protein,,Op377
sll1640,sll1640,NC_000911.1,545591,546556,-,carbon-nitrogen hydrolase family protein,,Op378
sll1639,sll1639,NC_000911.1,546553,547365,-,urease accessory protein UreD,,Op378
sll1638,psbQ,NC_000911.1,547425,547874,-,photosystem II protein PsbQ,,Op379
slr1768,slr1768,NC_000911.1,548236,549132,+,prohibitin family protein,,Op380
sll1636,sll1636,NC_000911.1,549129,549701,-,gamma carbonic anhydrase family protein,,Op381
slr1770,slr1770,NC_000911.1,549994,550329,+,hypothetical protein,,Op382
slr1771,slr1771,NC_000911.1,550533,552170,+,CocE/NonD family hydrolase,,Op383
sll1635,thyX,NC_000911.1,552220,552867,-,FAD-dependent thymidylate synthase,,Op384
sml0005,sml0005,NC_000911.1,553065,553202,-,photosystem II reaction center protein K,A0A6P1VHJ6_9SYNC,Op385
sll1752,sll1752,NC_000911.1,553297,554019,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,,Op386
ssr3122,ssr3122,NC_000911.1,554289,554546,+,BolA family transcriptional regulator,A0A6P1VE26_9SYNC,Op387
slr1846,grxD,NC_000911.1,554727,555050,+,Grx4 family monothiol glutaredoxin,A0A6P1VGS0_9SYNC,Op388
slr1847,slr1847,NC_000911.1,555262,555606,+,YbaB/EbfC family nucleoid-associated protein,A0A6P1VEZ1_9SYNC,Op389
slr1848,hisD,NC_000911.1,555642,556946,+,histidinol dehydrogenase,,Op389
slr1849,slr1849,NC_000911.1,557423,558979,+,mercuric reductase,,Op390
sll1751,sll1751,NC_000911.1,559015,559350,-,hypothetical protein,,Op391
sll1750,ureC,NC_000911.1,559461,561170,-,urease subunit alpha,,Op392
sll1749,sll1749,NC_000911.1,561188,561658,-,DUF29 domain-containing protein,,Op392
sll1749a,sll1749a,NC_000911.1,561709,561963,-,2TM domain-containing protein,,Op393
slr1851,slr1851,NC_000911.1,562557,563045,+,pentapeptide repeat-containing protein,,Op394
ssr3129,ssr3129,NC_000911.1,563138,563290,+,hypothetical protein,,Op395
sll1946,sll1946,NC_000911.1,563448,565925,-,phospholipid carrier-dependent glycosyltransferase,,Op396
slr2032,slr2032,NC_000911.1,566059,566805,+,DUF561 domain-containing protein,,Op397
sll1945,dxs,NC_000911.1,566983,568905,-,1-deoxy-D-xylulose-5-phosphate synthase,,Op398
slr2033,slr2033,NC_000911.1,569141,569488,+,rubredoxin,A0A6P1VF01_9SYNC,Op399
slr2034,slr2034,NC_000911.1,569544,570572,+,photosynthesis system II assembly factor Ycf48,,Op400
ssr3451,psbE,NC_000911.1,570658,570903,+,cytochrome b559 subunit alpha,A0A6P1VEX7_9SYNC,Op401
smr0006,psbF,NC_000911.1,570940,571074,+,cytochrome b559 subunit beta,A0A068N498_SYNY4,Op401
smr0006,psbF,NC_000911.1,570940,571074,+,cytochrome b559 subunit beta,A0A6P1VCQ9_9SYNC,Op401
smr0007,smr0007,NC_000911.1,571084,571203,+,photosystem II reaction center protein L,A0A6P1VDV4_9SYNC,Op401
smr0008,smr0008,NC_000911.1,571236,571355,+,photosystem II reaction center protein J,A0A068MYD7_SYNY4,Op401
smr0008,smr0008,NC_000911.1,571236,571355,+,photosystem II reaction center protein J,A0A6P1VDP6_9SYNC,Op401
slr2035,proB,NC_000911.1,571440,572567,+,glutamate 5-kinase,,Op402
